counterparty_id,counterparty_name,domicile,lei_code,onboarded_date,relationship_manager,credit_limit_usd,internal_rating,_true_a_id,_match_type
CP-003411,"Fuller, Bradshaw and Graves B.V.",IE,LMWF00T5GIII6859YY70,2023-07-04,Sarah Harris,63308382,3A,ENT-008838,matched
CP-005082,Stout-Waller L.L.C.,IT,,2016-08-10,Kenneth Harvey,6783594,1A,ENT-003036,matched
CP-005417,"Williams, Medina and Moore",CH,YPWV00T6U7916822XS45,2022-04-26,Kimberly Chandler,83910641,1A,ENT-001948,matched
CP-005519,Allen Plc Capital,GB,,2016-10-07,Yvonne Morris,60685888,1B,ENT-005162,matched
CP-002919,"Burgess, Nixon and Walker cap",NO,PT4C008V0FH28IQQCL94,2013-04-30,Deborah Berry,83519355,2A,ENT-006620,matched
CP-005411,"Mullins, Orr and Miller cap",SE,,2018-05-08,Bonnie Brewer,38232212,2A,ENT-008807,matched
CP-002295,"Riley, Gordon and Steele",HK,KEGN0096WUNMDZ4RLV33,2019-06-27,Monica Blevins,9569687,1B,ENT-006234,matched
CP-004371,Lin-Malone grp.,AT,,2010-04-11,Jessica Barnes,77800771,3A,ENT-008820,matched
CP-007186,Fry,GB,,2015-08-14,William Melendez,62661285,2A,ENT-008969,ambiguous
CP-005369,"Jones, Maldonado and Moore Grp",US,,2019-12-29,Haley Shaw,61166286,3B,ENT-009563,matched
CP-006400,Miller-Marks S.A.,FR,QTN700F4GIFOLK91X019,2012-06-28,Jorge Ward,72845621,3A,ENT-005091,matched
CP-001312,"Alexander, Neal and King & Ptnrs",SG,TFGM00UM0A127CH8TI76,2018-10-12,Amber Palmer,69471876,1A,ENT-003719,matched
CP-007998,"Douglas, Morris",HK,,2021-09-30,Wendy Duran,24079957,NR,ENT-006933,ambiguous
CP-006809,"Garcia, Mckee and Moore saS",JP,,2019-09-01,Zachary Martin,40523718,2B,ENT-008945,matched
CP-002035,"Rosales, Molina and Richards Hldgs",CA,YOA2001WWG96T5UOLN74,2019-02-17,Matthew Campbell,89092591,NR,ENT-009177,matched
CP-006890,Berry-Lewis grp.,AT,G5D500A915KXSXWKOM54,2017-10-15,Laura Evans,61263594,2A,ENT-003849,matched
CP-008500,Cannon-Dominguez Ltd,ES,,2016-01-01,Mark Lopez,79812442,3A,ENT-003479,ambiguous
CP-003834,"Gonzalez, Richards and Miller Hldg",AT,C9RP00QIX31DCS6WPB59,2016-07-16,Amber Garza,11096643,3B,ENT-003370,matched
CP-007000,"Williams,",NL,,2014-03-07,Aaron Velasquez,49399625,1B,ENT-003279,ambiguous
CP-002573,Faulkner-Grant nv,IT,,2014-06-21,Gabriella Greene,72954234,3A,ENT-000693,matched
CP-006144,"Price, Bryan and Carter Hldg",ES,,2017-03-17,Elizabeth King,60652874,2B,ENT-004942,matched
CP-000941,"Clark, Carpenter and Nguyen saS",FR,,2011-02-12,Anthony Nelson,98165492,2B,ENT-001446,matched
CP-005759,Rodriguez-Walker Ptnrs,JP,A7KZ002VL2O645P03991,2016-03-29,Tracy Mcneil MD,30697791,3A,ENT-007896,matched
CP-007698,Brooks-Bell Group,FR,,2023-04-10,Kristi West,53863752,3B,ENT-004756,ambiguous
CP-002254,Hale-Brown grp.,HK,4EIH00WTXH2C7VDNGQ59,2016-08-18,Scott Barr,39955778,3A,ENT-007679,matched
CP-002465,Smith-Lewis Cap.,AU,FFTZ00Q7NCR26UU6DF23,2016-03-07,Julia Mccullough,21513291,3B,ENT-002696,matched
CP-009800,Velez-Edwards Capital,JP,ODFS008GW93V0I3AHB91,2017-09-11,Matthew Walsh,44953658,NR,,unmatched
CP-007301,Clark,LU,,2011-10-26,Scott Kelley,83578364,1B,ENT-009956,ambiguous
CP-004913,May-Vazquez cap,FR,LTXL00JQWZCTHXS8A285,2021-06-28,Juan Campos,12520172,3A,ENT-006273,matched
CP-002198,"Martinez, Gilmore and Martinez &",SG,FMUJ00RP5RHABGXPHE67,2017-08-07,Joseph Lee,51878733,NR,ENT-009463,matched
CP-001670,Lutz Group L.L.C.,IT,ZRPB00LXMH9CH1JFGM32,2013-07-08,Steven Floyd,25935948,3B,ENT-002120,matched
CP-003338,Martin Inc. & Co,JP,N82D000P351WJK1Z7N92,2013-11-06,Kevin Adams,56748032,3A,ENT-006858,matched
CP-001175,"Burton, Jackson and Serrano & Ptrs",IT,,2014-02-18,Ricardo Green,95783956,3A,ENT-007605,matched
CP-007443,"Jackson, Lucero",DE,,2019-06-30,Cynthia Cruz,37070149,NR,ENT-005696,ambiguous
CP-005930,Lewis-Castro llc,HK,MSAR00DE05AX16X7D120,2012-11-07,Charles Brown,45102037,2B,ENT-003723,matched
CP-008836,Gilmore LLC,BE,,2023-08-28,Wayne Patton,55343417,3B,ENT-006885,ambiguous
CP-003214,"Mcdonald, Martin and Gonzalez cap",SE,,2010-11-08,Lisa Wilson,59677305,1A,ENT-002726,matched
CP-008993,"Carter,",JP,,2011-03-02,Sharon Bray,66948325,NR,ENT-000506,ambiguous
CP-002390,Yu-Yates N.V.,LU,4CGS00PFRJ2NWBAN5286,2016-12-18,Thomas Beard,78655576,1A,ENT-001833,matched
CP-005274,Marquez Plc GmbH,AT,6PQ200ETUP4C3GPT6M80,2011-04-28,Anthony Jenkins,39264040,1A,ENT-004329,matched
CP-002033,Jenkins-Hobbs & Co,CH,,2016-09-03,Amanda Campos,90101376,1B,ENT-004323,matched
CP-001272,Knight-Williams N.V.,NL,LZRA00QZFQSWOQBZTR85,2016-11-14,Katherine Norton,49100627,3B,ENT-007944,matched
CP-007404,Hudson PLC,FR,,2019-01-09,Michael Lane,247604,2A,ENT-006346,ambiguous
CP-004719,Stone Grp GmbH,CH,,2017-04-09,Patrick Garcia,23776403,2A,ENT-001672,matched
CP-008821,Sanchez,SG,,2021-04-09,Kyle King,24091674,3A,ENT-002385,ambiguous
CP-006140,"Watson, Dyer and Phillips Hldg",AT,,2019-10-23,Dakota Morales,53359633,3B,ENT-006227,matched
CP-002671,Melton and Sons,AT,0HA000W7FOOAXRWSPD90,2016-01-17,Carmen Solis,20717645,NR,ENT-002900,matched
CP-000834,Maldonado-Mosley B.V.,NL,0ELL00CQSUGABIMI0G70,2019-08-10,Kevin Flores,30823335,3B,ENT-001421,matched
CP-004619,Kelly-Little grp.,US,OE2D00ULU6ID8QE0W728,2021-05-24,Holly Baker,84099947,3A,ENT-008771,matched
CP-005060,Wells inc AB,NO,,2013-12-29,Billy Mendez,33211650,1B,ENT-005021,matched
CP-006143,"Villegas, Reed and",NL,,2011-12-31,Matthew Phillips,19091842,3A,ENT-006758,matched
CP-008112,"Cox,",ES,,2020-05-11,Christopher Lewis,94351009,3A,ENT-000652,ambiguous
CP-005425,Donovan-Huang Hldg,DK,KJ0B004YS3KCR9BTMB86,2020-12-12,Robert Malone,6831743,3A,ENT-007440,matched
CP-009987,"Jones, Davis and Grant Group",CH,,2020-02-03,Stephen Duran,52547452,NR,,unmatched
CP-003822,"Soto, Ross and Reyes",CA,133S00W0BKNU3JRNLU57,2017-07-31,Julia Campbell,5921385,1B,ENT-007024,matched
CP-000202,lee and sons & co,CH,FJKG00D0SH7BJAKILI85,2011-06-10,Tony Terry,62579628,3A,ENT-007003,matched
CP-001354,Martin-Williams corp,IE,FN5H003S92XFYG1IB547,2021-03-03,Samuel Smith,68302796,2A,ENT-009075,matched
CP-009136,Nguyen LLC AG,SG,,2022-10-21,Kendra Smith,49944396,2A,,unmatched
CP-009429,Reyes-Lam Corporation,US,,2010-02-14,Rachel Thompson,8108645,NR,,unmatched
CP-006841,"Goodwin, Farmer and Vaughn B.V.",LU,,2022-10-27,Jamie Meyers,30673770,NR,ENT-002630,matched
CP-002308,Carter llc & Co,CH,,2020-02-03,Willie Moss,39093938,3B,ENT-006269,matched
CP-002736,Walker LLC LTD,GB,,2016-12-04,Kevin Vaughan,82942132,1B,ENT-003921,matched
CP-003433,Lopez-Fletcher Cap,DK,,2022-08-11,Jose Mcdonald,88571289,NR,ENT-001384,matched
CP-009497,"Barton, Johnson and Thomas Holdings",CH,,2018-11-29,John Watson,33584151,NR,,unmatched
CP-005763,Goodwin ltd. Holdings,BE,,2020-03-15,Amanda Evans,74702559,2B,ENT-000747,matched
CP-008658,Lopez-Clark BV,BE,,2018-11-05,Terry Stephens,82941877,3B,ENT-003810,ambiguous
CP-007129,Wood-Kennedy,HK,,2012-03-16,John Sullivan,86026811,3B,ENT-006210,ambiguous
CP-002093,"Hernandez, Martinez and Weber",ES,,2021-09-02,Scott Russo,51111935,1A,ENT-000362,matched
CP-004513,Frank-Garcia Ptnrs,GB,,2015-10-07,Victoria Clayton,43916847,3A,ENT-005473,matched
CP-004009,"Hernandez, Shaffer and Thompson Cap.",US,7EP0003LK0QD2AZKTV24,2016-07-16,Cory Martinez,51368261,1B,ENT-001456,matched
CP-001675,Thomas-Wilson inc,JP,POOC00KGZF4BDZ7A8721,2018-03-19,Zachary Rush,82056644,2B,ENT-006664,matched
CP-002003,"Martin, Kidd and Hall cap",SE,,2012-09-30,Mr. Brian Fuller,38968309,3B,ENT-007186,matched
CP-003348,"Fischer, Jackson and Reese Hldgs",DK,,2013-08-16,Judith Perez,78109387,NR,ENT-009903,matched
CP-005140,"Flores, Harper and Chambers",AU,3IBG003HKCQWB00N1197,2011-06-19,Shaun Aguilar,82019432,1B,ENT-000683,matched
CP-006982,Farley and Sons GRP,AT,HB3N00PCNFHPNK34A697,2021-10-17,Nathan Mathews,34297589,NR,ENT-008370,matched
CP-000918,"Morris, Huynh and Moody",HK,,2020-07-08,Mark Sanchez,21794570,2B,ENT-007042,matched
CP-008031,"Keller, Jones",AT,,2017-06-20,Jennifer Scott,18986867,3A,ENT-005947,ambiguous
CP-001364,Wilson Inc. BV,NL,,2022-07-02,Mark Morgan,5741337,1B,ENT-002859,matched
CP-006505,Hernandez-Howell Corp,JP,MJOI00EZZG6DLMFBDW84,2015-01-02,Alan Collins,60692717,NR,ENT-002137,matched
CP-002233,Medina-Navarro inc,HK,L1VZ00NQDXAMW2TND673,2012-12-31,Pamela Howard,12809121,2B,ENT-000165,matched
CP-001693,Evans-Miller cap,GB,,2022-10-13,John Cohen,55040191,2A,ENT-005775,matched
CP-000810,"Wright, Murphy and Aguilar plc",IT,,2012-08-20,Stephanie Good,84228267,2B,ENT-002419,matched
CP-002380,Bruce-Walters Grp,DE,SCI400CWVH1PD9M9D240,2012-09-07,Debra Lee,272038,1B,ENT-002920,matched
CP-009680,Allen-Webster Group,NO,Y00Q00TQBOFE8L7LT131,2015-02-12,Shane Davenport,87772809,3A,,unmatched
CP-009366,Banks-Wilson & Partners,AU,,2016-11-15,Beth Hutchinson,56166808,3A,,unmatched
CP-009674,Parks-Rogers & Co,ES,,2021-09-17,Susan Koch,98715880,1A,,unmatched
CP-006685,Perez-Simmons llc,US,NWQJ008TD840VMVXI874,2014-12-15,Mitchell Griffin,66065364,3B,ENT-009557,matched
CP-009254,"Clarke, Butler and Gonzales & Co",DE,,2018-09-29,Brooke Lee,55429264,2B,,unmatched
CP-004924,Meyer and,SE,WR5R00FENK6CNGUHJJ88,2012-06-22,Haley Walls,2297015,3B,ENT-003401,matched
CP-001633,Hernandez-Vaughn Grp,SE,UIDC0000M6CU88WLXW17,2015-05-04,Michael Garcia,58217561,2A,ENT-000594,matched
CP-007417,Russo PLC,FR,,2012-11-07,Gina Oliver,78121291,1A,ENT-009975,ambiguous
CP-005646,Jackson-Edwards N.V.,ES,VY7H00XR4G0CYOBG0I82,2022-09-22,Eric Andrews II,83103902,NR,ENT-001322,matched
CP-007860,Hampton-Tucker Holdings,CH,,2016-02-07,Jennifer Marks,3130462,NR,ENT-001326,ambiguous
CP-004645,Alvarado-Davidson & Ptnrs,SG,D0UX00F7FS12H1VROB90,2017-09-12,Richard Black,53116680,3B,ENT-001203,matched
CP-003928,"Stanley, Tucker and Lee & Ptnrs",CA,,2019-05-27,Frank Moon,62255470,1A,ENT-000073,matched
CP-007598,Austin-Kelly,FR,,2022-04-18,Brianna Lewis,73528506,1A,ENT-008846,ambiguous
CP-005708,Merritt-Clark LTD,IT,DO35007NY16OAHNMOQ20,2012-10-29,Rebecca Compton,26481311,1B,ENT-002845,matched
CP-009023,Luna-Lyons PLC,SG,,2019-03-09,Kelli Martinez,49485684,1B,,unmatched
CP-008978,Sutton-Abbott &,AT,,2015-10-04,Stacy Williams,34893297,3A,ENT-000735,ambiguous
CP-005825,"Simon, Carlson and White N.V.",LU,,2011-09-22,Taylor Manning,46419947,1B,ENT-009618,matched
CP-004625,Wilson-Adams B.V.,BE,N8PV00TZ17BSV1GJO139,2016-07-30,Rebekah Mosley,40397290,2B,ENT-006948,matched
CP-000220,Sawyer Plc SA,AU,XHI2002REP7R0U07W394,2012-10-19,Jason Hopkins,33005348,1A,ENT-004000,matched
CP-006608,Davies and Sons,SG,,2019-06-29,John Anderson,87512599,2B,ENT-007851,matched
CP-007212,Jacobs and,LU,,2011-01-26,Sierra Collins,45502157,1A,ENT-007868,ambiguous
CP-006673,Jones-Young AB,ES,,2014-02-23,Jeffrey Miller,16810843,3A,ENT-000055,matched
CP-005282,Holt LLC Ltd,LU,J5NF00OG6YH0808I6R79,2013-06-01,Dr. Kelly Nelson,66789596,NR,ENT-004651,matched
CP-000933,Avila L.L.C. Holdings,AT,,2013-05-07,Maria Brown,3443618,3B,ENT-000671,matched
CP-009886,"Thomas, Brown and Thomas Corp",US,JRAM00O0FC5C1ML1XF47,2018-08-02,William Roach,16098311,1B,,unmatched
CP-003124,Spencer-Lee cap,FR,QGU300OBYGHGK5BWIK62,2014-09-15,Sherry Cardenas,72266920,NR,ENT-000131,matched
CP-002509,Ware-Alvarado ltd.,ES,,2015-10-29,David Reynolds,60071219,1B,ENT-005311,matched
CP-008892,Bartlett-Christian Holdings,NO,,2010-07-09,Jason Perkins,8303555,3B,ENT-005680,ambiguous
CP-001025,Mendoza and Sons gmbh,AT,,2011-01-08,Eric Taylor,77780644,NR,ENT-008548,matched
CP-007400,Carter-Davis,ES,,2023-07-18,Gabriel Shah,75818866,2A,ENT-003659,ambiguous
CP-007291,Barnes-Blackwell,FR,,2018-01-27,Jose Espinoza,2594449,1A,ENT-002398,ambiguous
CP-003506,"Turner, Schneider and Johnson ag",AU,MHBY00HZ43XZ6OLBA135,2012-04-02,Nancy Lopez,48060057,1A,ENT-000358,matched
CP-009032,Case-Smith Corp,US,JGDG00IP0GH6MBJA9J31,2023-05-21,Brian Peterson DVM,10533041,1B,,unmatched
CP-005908,Barker-Oliver corp,US,,2010-09-18,Julia Brown,33232842,1B,ENT-004587,matched
CP-005802,"Wilson, Harris and Ward gmbh",SG,G5CE00X9T3IO39WIVX77,2017-01-24,Douglas Curtis,34901473,1B,ENT-002380,matched
CP-000723,Rhodes-Thompson & Co,IT,,2016-05-18,Dana Jones,72441457,2A,ENT-002370,matched
CP-001584,Nunez-Freeman sa,FR,T4U200I1W5ENRGBQIZ44,2020-10-07,Lisa Miller,41735886,3A,ENT-001468,matched
CP-000754,Rowland and Sons,AU,,2010-07-27,Brandon Murphy,27069758,3A,ENT-004561,matched
CP-007397,Mccarthy-Kelly Capital,US,,2020-05-24,Edward Smith,11988240,1A,ENT-003715,ambiguous
CP-006243,Johnson-Wood Grp,GB,6H0U00FX3030A67RL296,2010-11-09,Jorge Horton,47269110,3B,ENT-000426,matched
CP-002848,"Ramirez, Lyons and Briggs Ptnrs",HK,BKER00LH8TMJMALGA197,2021-09-15,Steven Moore,11282235,NR,ENT-002790,matched
CP-008248,"Cole, Morton",BE,,2020-07-25,Michael Carlson,17959778,3A,ENT-002329,ambiguous
CP-006361,"Gonzalez, Mejia and",DK,,2020-06-05,Jacqueline Miller,23219902,2A,ENT-009987,matched
CP-003920,Shepherd Inc. AG,CH,4QNQ002BD70UO6WJH476,2022-11-03,Robert Watts,28633448,3B,ENT-006142,matched
CP-004421,"Harris, Thornton and Li",IE,Y7N2003ZNHNSQULA3945,2014-08-20,William Coleman,27833623,3B,ENT-003491,matched
CP-002622,Bender Plc Holdings,NO,72H40019DKVLUNPR8575,2010-08-20,David Marsh,39658692,2B,ENT-006726,matched
CP-005032,Ortiz-Greene sa,CA,O323003I2B0R86YJER11,2011-05-24,Michael Gonzalez,78447357,1A,ENT-007901,matched
CP-005957,"Lynch, Rodriguez and Horn S.A.",CA,GN2A00OL7CYW2XR78U18,2016-03-14,Linda Meadows,98699245,1A,ENT-009735,matched
CP-000150,"Wilson, Graham and Webb",JP,,2023-01-31,Katherine Moyer,48197350,NR,ENT-003002,matched
CP-004933,"Becker, Arroyo and Mercer GRP",CH,,2016-08-01,Paul Romero,86394611,1A,ENT-008071,matched
CP-009430,"Harrison, Benton and Flynn NV",NL,,2014-02-08,Christine Johnson,53386993,NR,,unmatched
CP-005954,Lewis-Martin nv,BE,,2011-10-13,Jessica Bradley,37995389,1A,ENT-006151,matched
CP-003576,Barker-Osborn S.A.S,IT,,2020-06-20,Crystal Gregory,8389921,1A,ENT-007781,matched
CP-003533,"Miller, Montgomery and Gross cap",ES,,2023-01-02,Ana Wilson,33450640,NR,ENT-008763,matched
CP-002278,Young-Skinner N.V.,NL,,2021-05-23,Anna Brady,67555023,3B,ENT-007036,matched
CP-007434,Johnson-Anderson Capital,DK,,2018-09-04,Stephanie Hanson,20714366,3B,ENT-008328,ambiguous
CP-009730,Grimes Inc Limited,HK,,2021-04-18,Michelle Ramirez,24729415,1A,,unmatched
CP-000376,Myers ltd. Holdings,DE,,2019-12-08,Luke Payne,33773192,2B,ENT-008017,matched
CP-004262,Munoz-Rogers hldgs,CH,,2014-11-16,Melinda Perkins,70893276,NR,ENT-002783,matched
CP-001201,"Moody, Conway and Kelley AB",NO,P3KC00ROK1QE55UPUT28,2022-03-18,Mrs. Nicole Velasquez,92741515,NR,ENT-007148,matched
CP-009503,Nguyen-Fisher Inc,HK,,2018-03-27,Stacey Lopez,43022480,NR,,unmatched
CP-004315,Baird-Sanchez sa,ES,Z4QK00E2GJR81BMQF778,2012-06-06,Janet Gray,53741808,2B,ENT-000269,matched
CP-008190,"Mooney,",CA,,2013-05-10,William Hernandez,55714756,2B,ENT-003341,ambiguous
CP-000553,Horne-Thompson S.A.,ES,,2010-12-03,Sandra Carter,15651100,2A,ENT-009877,matched
CP-003918,Woods Incorporated Holdings,AT,S4FM00FNNFLTQYRVPV55,2020-04-28,Kevin Torres,88574342,NR,ENT-004632,matched
CP-007813,Frey-Diaz Group,DK,,2015-01-23,Michael Nguyen,60182184,3A,ENT-004370,ambiguous
CP-005408,"Sutton, Williams and",FR,,2014-07-22,Brittney Gonzalez,32760550,2A,ENT-002931,matched
CP-007046,Johnson PLC,IT,,2010-11-30,Robert Clark,34567302,2A,ENT-009343,ambiguous
CP-001271,Martin-Gomez & Co,AT,GY7I00957MPH9FE36E63,2023-08-03,Brandy Chan,67223263,2A,ENT-002953,matched
CP-006802,"Parker, Bruce and Green cap",US,1P0L00FJK56H7S68QP52,2010-04-15,Kayla Parks,73910192,1B,ENT-006778,matched
CP-007189,"Hodges, Gilmore",ES,,2014-12-09,Jesse Shepard,98257451,NR,ENT-007064,ambiguous
CP-005858,"Stephens, Stone and Johnston ag",CH,,2014-07-16,Cindy Fowler,98967006,3A,ENT-004563,matched
CP-001218,"Johnson, Williams and May & Ptrs",LU,VG7K00MK07FAEWVE1467,2016-01-24,Emily Salas,40181979,1A,ENT-002232,matched
CP-009597,Morris and Sons GmbH,DE,,2020-06-24,Paul Collins,58315171,1B,,unmatched
CP-003805,House GRP Group,NL,,2018-06-06,Jessica Watkins,17027865,2B,ENT-007951,matched
CP-006714,Campbell-Hall bv,NL,BFAI006TP5PPNOV3SY58,2016-10-09,Edward Morrison,58285314,2B,ENT-002641,matched
CP-009716,Melendez LLC Holdings,HK,,2016-11-23,Steven Hall,65077549,1B,,unmatched
CP-003085,"Coleman, Nelson and Garcia Grp",IT,,2022-03-26,David Dominguez,481773,NR,ENT-003108,matched
CP-003938,"Lane, Morrison and",SG,53MX00YWRYE7PDJNL765,2010-10-01,Philip Moyer,92014831,1A,ENT-001703,matched
CP-005670,Robinson-Lee cap,DK,,2014-12-05,Carolyn Weaver,42845953,2A,ENT-000312,matched
CP-005043,Dunn-Bennett AB,DE,TJE5000LKEUU99PB5X15,2013-03-11,Sarah Cole,48011643,3B,ENT-008642,matched
CP-007738,Roth,US,,2014-08-19,Karen Smith,69893236,1B,ENT-007147,ambiguous
CP-005826,Robinson and,BE,99U50042ZP03KM8WZ967,2023-05-03,Paul Miller,76732787,3B,ENT-004516,matched
CP-007832,Mendez-Baker SAS,FR,,2015-07-07,Michelle Williams,86564956,2A,ENT-008913,ambiguous
CP-001136,Hardin Incorporated Inc,US,,2010-07-19,Lisa Meadows,13343590,1A,ENT-009725,matched
CP-004196,Horton and Sons grp.,ES,,2017-01-03,Jodi Strickland,96994630,NR,ENT-002339,matched
CP-006514,"Ayala, Johnson and",DK,452J00DK5OHUJM4H8J67,2022-01-21,Jeffery Vincent,66216510,3B,ENT-005848,matched
CP-003809,Salazar-Long Cap.,SE,,2022-08-16,James Mccann,26690832,2B,ENT-003283,matched
CP-005787,Salazar-Foster Limited,IE,4NMH00JMZ5WIT40ABG44,2020-09-13,Anthony Frost,13016305,3B,ENT-006194,matched
CP-009890,Richardson Inc Ltd,HK,,2023-02-28,Kurt Sanchez,86745683,1A,,unmatched
CP-007906,Cain,LU,,2017-09-16,James Hughes,16993664,1B,ENT-008212,ambiguous
CP-009739,"Mathis, Griffin and Brown Inc",US,,2021-08-06,Bryan Santiago,25329768,1B,,unmatched
CP-007383,Neal LLC,AU,,2017-11-14,Bradley Williams Jr.,79041825,3A,ENT-001712,ambiguous
CP-000701,Bonilla Inc. Holdings,CH,,2015-06-23,Jaime Martinez,79346831,3B,ENT-003304,matched
CP-009793,"Williams, Woods and Hogan Holdings",BE,PCAA00PXT281WT9UM978,2015-03-06,Martin Silva,58631299,1B,,unmatched
CP-004740,Gray-Myers grp.,BE,82UU008YXZOMBWZ30127,2012-01-19,Susan Randall,42482961,NR,ENT-009340,matched
CP-002644,Cantu-Smith Grp,GB,0OEB00QL31XQPO1HLX52,2015-06-21,Dale Wiley,41698999,1A,ENT-006256,matched
CP-004159,Howard-Hernandez Grp,SE,YGAV00E1CNRSVG4HDI21,2011-10-20,Tina Young,99489617,NR,ENT-007945,matched
CP-006261,Jones Limited Group,SE,,2010-08-08,Melissa Smith,4445143,1A,ENT-004117,matched
CP-001037,Clements Plc Holdings,HK,,2022-07-22,Robert Brock,80364438,NR,ENT-004290,matched
CP-008914,Foster-Smith Ltd,SG,,2010-12-21,Mary Graves,15033881,3A,ENT-005979,ambiguous
CP-008247,Henry-Page,NO,,2016-03-21,Elizabeth Edwards,13327118,1B,ENT-009977,ambiguous
CP-004281,Santiago-Marshall hldgs,CH,D1PO005RGJFOMAI4LB96,2016-08-05,Lynn Chapman,89470795,2A,ENT-002671,matched
CP-000540,"Parks, Johnson and Love cap",HK,XZ0X009F6F5226G5IU87,2021-07-29,Derek Cox,73642081,1A,ENT-001292,matched
CP-008409,Johnson-Shelton BV,NL,,2023-02-17,Cheryl Brown,4536247,NR,ENT-007512,ambiguous
CP-003458,Taylor-Allen grp.,SE,3M8V00I1BLN0ZH7TIS67,2020-06-26,Larry Smith,44582663,2A,ENT-009572,matched
CP-002197,"Allen, Soto and Anderson corp",LU,ZY1I00UAFYFSCMEK4H96,2012-05-10,Ryan Hart,26522100,NR,ENT-009966,matched
CP-002456,Henderson-Rasmussen Hldg,NO,4IKO00MWJBRY2X4FAC39,2015-07-12,Christopher Bryant,48628751,1B,ENT-003373,matched
CP-007081,Green-Simpson NV,IT,,2012-10-26,William Peck,52697361,1B,ENT-003529,ambiguous
CP-008400,"Jackson,",LU,,2021-07-23,Sarah Rangel,98676063,2A,ENT-000137,ambiguous
CP-001454,Brown grp. NV,BE,Z87300582YEK687ZVA82,2010-09-11,Scott Diaz,55873194,NR,ENT-009672,matched
CP-007297,Porter,BE,,2022-09-22,Jeffrey Simmons,36533379,3B,ENT-007987,ambiguous
CP-002250,Williams Incorporated & Partners,HK,,2012-05-25,Anne Williams,74866721,1A,ENT-008037,matched
CP-008421,Byrd PLC,US,,2015-05-11,Lisa Miller,63743080,3B,ENT-008164,ambiguous
CP-008290,Pace-Stark SA,FR,,2022-03-22,Miguel Owens,34010145,2B,ENT-006358,ambiguous
CP-006284,"Ford, Armstrong and Carroll",CH,BQK200PDDHUC8893ZR75,2017-04-28,Kevin Harper,99153714,NR,ENT-003515,matched
CP-005018,Clark Limited Inc,JP,LUDH00AAHOP0E62N3P64,2019-03-01,Ryan Davis,4555452,3B,ENT-000850,matched
CP-004286,"Howe, Miles and Campbell corp",IE,,2021-05-25,April Clark,26981860,3B,ENT-005601,matched
CP-006385,Castro-Rodriguez sa,CA,TSSE008BJ6WHZ711LC33,2015-12-28,Linda Allen,90638478,3A,ENT-006851,matched
CP-009242,Hays PLC Corp,IE,,2015-06-15,Thomas Hogan,72992144,NR,,unmatched
CP-002357,Harrell-Walters & Ptrs,IT,,2012-07-18,Russell Thompson,71828269,1B,ENT-008793,matched
CP-006075,Christensen P.L.C. PLC,IT,YJHP00FSZ9XUZOCMU379,2021-08-29,Beth Holmes,43131822,2A,ENT-009496,matched
CP-002619,Richardson-Walker Ptnrs,JP,,2012-09-12,Kelsey Warren,66207809,NR,ENT-000646,matched
CP-002338,"Brown, Compton and",DK,,2011-08-22,Danny Parsons,51142943,NR,ENT-003005,matched
CP-003956,English-Dominguez GRP,HK,,2011-10-19,Pam Rogers,3549815,2B,ENT-001816,matched
CP-006366,Case Plc Inc,HK,,2012-09-07,Michelle Smith,8361897,3A,ENT-003142,matched
CP-001706,"Morrison, Rodriguez and",FR,2F5S00IJMV70R3DURM46,2016-05-31,Amy Garcia,80569674,1B,ENT-009865,matched
CP-003307,Mason-Solomon GRP,SE,,2013-07-16,Gary Martinez,9484740,1B,ENT-009054,matched
CP-003426,Reeves-Boyd Grp,HK,,2018-07-22,Douglas Cochran,16503651,NR,ENT-001751,matched
CP-000396,Barker-Moore nv,AU,36MK00ZRRK6UJVBP3B11,2018-03-19,Ryan Reese,26171042,3B,ENT-001535,matched
CP-001178,Mora-Harrison nv,BE,7D3P00NZO74ESANVNU52,2021-03-11,Leslie Thomas,13515978,1A,ENT-009001,matched
CP-003949,"Brown, Romero and Collins Hldgs",CH,,2013-11-11,Krystal Kelly,61585606,1A,ENT-000425,matched
CP-000821,"Rodriguez, Brennan and Garrison LTD",ES,,2020-03-20,Todd Shannon,9438645,3B,ENT-000112,matched
CP-006671,"Miller, Mcdowell and",IT,,2011-06-08,Kathy Bishop,78971204,3B,ENT-002498,matched
CP-007824,Walker-Lee,IE,,2015-04-09,Alison Rodriguez,21463129,NR,ENT-005337,ambiguous
CP-009195,"Baker, Fleming and Mitchell Group",US,IYOW00E6DIL7FO4P6N58,2013-07-06,Daniel Harrison,16783184,2A,,unmatched
CP-008636,Hardy-Wallace Ltd,IE,,2022-08-21,Crystal Drake,35889596,1B,ENT-002549,ambiguous
CP-004350,Cervantes-Smith Grp,DK,,2019-07-18,Robert Wilkins,51090182,1B,ENT-007488,matched
CP-009078,Parker PLC Ltd,JP,,2011-03-16,Savannah Shaw DDS,67037925,3B,,unmatched
CP-003979,Wu-Hart S.A.,AU,,2019-09-12,Christopher Alvarez,54885219,3B,ENT-009719,matched
CP-004888,Harris-Cabrera Corp,AU,T88K00DRG7JBMSLMK757,2023-06-23,Laurie Reyes,70247029,3B,ENT-007819,matched
CP-007972,Jordan,BE,,2018-04-08,Andrea Fowler,97599367,2B,ENT-009180,ambiguous
CP-006217,Duran GRP Holdings,DE,KQTQ0036ZPMG6OOH1X13,2011-01-07,Amanda Miranda,61251462,1A,ENT-000721,matched
